id,home_project,project_count,issue_count,avg_bot_ratio
dangle253280,apache_dubbo,1,3,0.0
wuwenhui0917,apache_dubbo,1,3,0.0
guoweibo,apache_dubbo,1,1,0.0
Queeee,apache_dubbo,1,1,0.0
wuhuajie,apache_dubbo,1,2,0.0
chuntaojun,apache_dubbo,1,1,0.0
steveguoshao,apache_dubbo,1,3,0.0
likemoongg,apache_dubbo,1,4,0.0
Root-Fang,apache_dubbo,1,1,0.0
cityiron,apache_dubbo,1,3,0.0
easonn,apache_dubbo,1,2,0.0
Kookey,apache_dubbo,1,1,0.0
Starbucksstar,apache_dubbo,1,2,0.0
buchichenpi,apache_dubbo,1,1,0.0
gblwzgb,apache_dubbo,1,2,0.0
FloatingTea,apache_dubbo,1,2,0.0
dllen,apache_dubbo,1,1,0.0
yany1m,apache_dubbo,1,1,0.0
lidong1665,apache_dubbo,1,1,0.0
zhuyouzhufu,apache_dubbo,1,1,0.0
oaoit,apache_dubbo,1,3,0.0
spilledyear,apache_dubbo,1,19,0.0
BoyceOne,apache_dubbo,1,1,0.0
mjs8002,apache_dubbo,1,1,0.0
envyer,apache_dubbo,1,2,0.0
manzhizhen,apache_dubbo,1,44,0.06818181818181818
fakefrog,apache_dubbo,1,2,0.5
pkxiuluo,apache_dubbo,1,2,0.0
15168326318,apache_dubbo,1,10,0.0
Congzer,apache_dubbo,1,1,0.0
DoubleCat-hub,apache_dubbo,1,1,0.0
HTFX-Cloud,apache_dubbo,1,2,0.0
dongfangliyu,apache_dubbo,1,1,0.0
invokerofmoon,apache_dubbo,1,1,0.0
justbeaboy,apache_dubbo,1,1,0.0
sailsgo,apache_dubbo,1,1,0.0
zhentt,apache_dubbo,1,1,0.0
kiss-keray,apache_dubbo,1,2,0.0
zjseu,apache_dubbo,1,4,0.0
dengyanghui,apache_dubbo,1,1,0.0
tkec,apache_dubbo,1,1,0.0
Louis-me,apache_dubbo,1,1,0.0
XSun771,apache_dubbo,1,1,0.0
YutongZh,apache_dubbo,1,1,0.0
cpp-wen,apache_dubbo,1,1,0.0
nerozenJL,apache_dubbo,1,1,0.0
tangwenixng,apache_dubbo,1,1,0.0
thurstonzk2008,apache_dubbo,1,1,0.0
wjsay,apache_dubbo,1,1,0.0
wwm0104,apache_dubbo,1,1,0.0
xiaochengxuyuan,apache_dubbo,1,1,0.0
liuzhaozhao,apache_dubbo,1,1,0.0
skyguard1,apache_dubbo,1,11,0.0
RGaius,apache_dubbo,1,1,0.0
remileon,apache_dubbo,1,1,0.0
samurai00,apache_dubbo,1,1,0.0
TOP-LH,apache_dubbo,1,6,0.0
hyberbin,apache_dubbo,1,4,0.0
YangXueJun,apache_dubbo,1,5,0.0
configuration,apache_dubbo,1,16,0.0
jqncc,apache_dubbo,1,4,0.0
Foredoomed,apache_dubbo,1,2,0.0
tangcent,apache_dubbo,1,3,0.0
283883031,apache_dubbo,1,2,0.0
canglang1973,apache_dubbo,1,3,0.0
whthomas,apache_dubbo,1,1,0.0
c8385468,apache_dubbo,1,1,0.0
link,apache_dubbo,1,8,0.0
value,apache_dubbo,2,9,0.0
yingziren,apache_dubbo,1,1,0.0
wangkang-ARM,apache_dubbo,1,1,0.0
iwhaleLuffy,apache_dubbo,1,2,0.0
iwhalecloud-platform,apache_dubbo,1,13,0.07692307692307693
zkoalas,apache_dubbo,1,2,0.0
xiaoheng1,apache_dubbo,1,200,0.0
stoneapple,apache_dubbo,1,6,0.0
Ph0rse,apache_dubbo,1,1,0.0
furaul,apache_dubbo,1,5,0.0
kentwang94,apache_dubbo,1,1,0.0
vincent2518,apache_dubbo,1,2,0.0
MinMonk,apache_dubbo,1,1,0.0
aquariuspj,apache_dubbo,1,1,0.0
awayings,apache_dubbo,1,3,0.3333333333333333
brucelwl,apache_dubbo,1,11,0.0
clickxiaomi,apache_dubbo,1,1,0.0
frhui,apache_dubbo,1,1,0.0
r00t4dm,apache_dubbo,1,1,0.0
xxxxbxxxxx,apache_dubbo,1,1,0.0
laddcn,apache_dubbo,1,15,0.0
wangchongbin,apache_dubbo,1,1,0.0
shadowmind,apache_dubbo,1,2,0.0
Johnson-Jia,apache_dubbo,1,5,0.0
huchuansai,apache_dubbo,1,2,0.0
JasonMing,apache_dubbo,1,7,0.0
jsjinfuming,apache_dubbo,1,1,0.0
choaryzhang,apache_dubbo,1,1,0.0
liusf1993,apache_dubbo,1,3,0.0
CatHubChapLin,apache_dubbo,1,1,0.0
AlaxJiang,apache_dubbo,1,1,0.0
seven-boot,apache_dubbo,1,1,0.0
zhuhongwu,apache_dubbo,1,1,0.0
Nasller,apache_dubbo,1,1,0.0
dongyinuo,apache_dubbo,1,3,0.0
luoxiangxing,apache_dubbo,1,2,0.0
powerLeePlus,apache_dubbo,1,1,0.0
sarins,apache_dubbo,1,1,0.0
tsonglew,apache_dubbo,1,35,0.0
chjskarl,apache_dubbo,1,2,0.0
fish-mirror,apache_dubbo,1,1,0.0
icankeep,apache_dubbo,1,34,0.0
loveincode,apache_dubbo,1,1,0.0
ZjieHU,apache_dubbo,1,1,0.0
konanok,apache_dubbo,1,1,0.0
yiocio,apache_dubbo,1,4,0.0
java-Learner-lx,apache_dubbo,1,1,0.0
YsoulM,apache_dubbo,1,2,0.0
debugsw,apache_dubbo,1,1,0.0
czq080,apache_dubbo,1,1,0.0
waitshang,apache_dubbo,1,1,0.0
fageiguanbing,apache_dubbo,1,1,0.0
skiof007,apache_dubbo,1,4,0.0
SkillyZ,apache_dubbo,1,1,0.0
Notelzg,apache_dubbo,1,2,0.0
success110,apache_dubbo,1,2,0.0
tianbin1001,apache_dubbo,1,1,0.0
yyt701,apache_dubbo,1,1,0.0
imsunv,apache_dubbo,1,13,0.0
zhouyongwei,apache_dubbo,1,2,0.0
dawn2zhang,apache_dubbo,1,4,0.0
hanlukk,apache_dubbo,1,2,0.0
odirus,apache_dubbo,1,1,0.0
shuchaang,apache_dubbo,1,2,0.0
SPI,apache_dubbo,1,6,0.0
chenchencc,apache_dubbo,1,1,0.0
feixueck,apache_dubbo,1,1,0.0
haiyang1985,apache_dubbo,1,30,0.03333333333333333
lfzCarlosC,apache_dubbo,2,5,0.0
lxk-kk,apache_dubbo,1,1,0.0
804e,apache_dubbo,1,1,0.0
cocodroid,apache_dubbo,1,1,0.0
lishuchao012,apache_dubbo,1,1,0.0
Roronoa-Zoro,apache_dubbo,1,1,0.0
activate,apache_dubbo,1,17,0.0
leeey111,apache_dubbo,1,1,0.0
adonis2014,apache_dubbo,1,1,0.0
licaixue,apache_dubbo,1,1,0.0
xever,apache_dubbo,1,1,0.0
c327812419,apache_dubbo,1,2,0.0
hello-piper,apache_dubbo,1,1,0.0
XiaoWeiKIN,apache_dubbo,1,18,0.0
Technoboy-,apache_dubbo,1,1,0.0
mengle-yang,apache_dubbo,1,2,0.0
code4mao,apache_dubbo,1,1,0.0
zhangyz-hd,apache_dubbo,1,17,0.0
rocketballs,apache_dubbo,1,1,0.0
xishian,apache_dubbo,1,8,0.0
johnny2002,apache_dubbo,1,1,0.0
pengyusong,apache_airflow,2,2,1.0
naturezhm,apache_dubbo,1,2,0.0
zjwon,apache_dubbo,1,1,0.0
ZhengweiHou,apache_dubbo,1,1,0.0
asfeixue,apache_dubbo,1,1,0.0
guoguo66,apache_dubbo,1,1,0.0
enjoysun,apache_dubbo,1,2,0.0
caichy,apache_dubbo,1,5,0.0
oawang,apache_dubbo,1,2,0.0
helong2048,apache_dubbo,1,2,0.0
yanchunhuo,apache_dubbo,1,2,0.0
gyjx,apache_dubbo,1,1,0.0
method,apache_dubbo,1,22,0.045454545454545456
auroraMR921,apache_dubbo,1,1,0.0
iqinning,apache_dubbo,1,2,0.0
kylixs,apache_dubbo,1,48,0.0
theonefx,apache_dubbo,1,5,0.0
CodingFishWu,apache_dubbo,1,1,0.0
guohao,apache_dubbo,1,48,0.041666666666666664
liangwenzhang,apache_dubbo,1,1,0.0
christ258,apache_dubbo,1,1,0.0
Breggor,apache_dubbo,1,1,0.0
kaiguoyuanshuai,apache_dubbo,1,2,0.0
dcy421,apache_dubbo,1,1,0.0
tomatofrommars,apache_dubbo,1,2,0.5
zdtdtel,apache_dubbo,1,1,0.0
MessianicZZQ,apache_dubbo,1,2,0.0
caob1234,apache_dubbo,1,1,0.0
soglad,apache_dubbo,1,1,0.0
PromiseChan,apache_dubbo,1,3,0.0
shenyyi,apache_dubbo,1,1,0.0
cofeni,apache_dubbo,1,1,0.0
iochenlei,apache_dubbo,1,2,0.0
afewnotes,apache_dubbo,1,1,0.0
yuxiao97,apache_dubbo,1,20,0.0
PostConstruct,apache_dubbo,1,9,0.0
a51764579,apache_dubbo,1,2,0.0
BINGJJFLY,apache_dubbo,1,1,0.0
error0702,apache_dubbo,1,1,0.0
smipo,apache_dubbo,1,2,0.0
primejava,apache_dubbo,1,1,0.0
1076572358,apache_dubbo,1,8,0.0
autoool,apache_dubbo,1,1,0.0
bigbenfather,apache_dubbo,1,1,0.0
chendifan,apache_dubbo,1,1,0.0
tianshuang,apache_dubbo,1,5,0.0
lijiaxing3045354,apache_dubbo,1,3,0.0
gaoxinge,apache_dubbo,1,4,0.0
ppzzyy11,apache_dubbo,1,13,0.0
w935903854,apache_dubbo,1,1,0.0
zhvqee,apache_dubbo,1,3,0.0
hzmartin,apache_dubbo,1,1,0.0
fatsnakeok,apache_dubbo,1,2,0.0
vCassius,apache_dubbo,1,1,0.0
chenyingjie1001,apache_dubbo,1,3,0.0
chutian52,apache_dubbo,1,4,0.0
598572,apache_dubbo,1,1,0.0
wxywizard,apache_dubbo,1,1,0.0
Bricks-Man,apache_dubbo,1,15,0.2
TcRan,apache_dubbo,1,1,0.0
85668869,apache_dubbo,1,1,0.0
WeifengFan,apache_dubbo,1,1,0.0
LYDXY,apache_dubbo,1,1,0.0
qiuzhihui1990,apache_dubbo,1,1,0.0
tfwx,apache_dubbo,1,1,0.0
TimYi,apache_dubbo,1,3,0.0
liangyuchun,apache_dubbo,1,2,0.0
tonyLee1,apache_dubbo,1,2,0.0
chpengzh,apache_dubbo,1,2,0.0
LiWenGu,apache_dubbo,1,1,0.0
parameter,apache_dubbo,1,4,0.25
pengshaoxing,apache_dubbo,1,1,0.0
wujinbiao94,apache_dubbo,1,3,0.0
Autowired,apache_dubbo,1,19,0.0
qualifier,apache_dubbo,1,3,0.0
viveguan,apache_dubbo,1,1,0.0
cangjifeng,apache_dubbo,1,1,0.0
maslke,apache_dubbo,1,5,0.0
FennZheng,apache_dubbo,1,2,0.0
taotao365s,apache_dubbo,1,1,0.0
1178615156,apache_dubbo,1,1,0.0
JiangHaonan,apache_dubbo,1,1,0.0
Themis2017,apache_dubbo,1,1,0.0
coderliguoqing,apache_dubbo,1,1,0.0
hao031410,apache_dubbo,1,1,0.0
hesy007,apache_dubbo,1,1,0.0
wghdir,apache_dubbo,1,3,0.0
yuezhenyu0208,apache_dubbo,1,2,0.0
qiaolin-li,apache_dubbo,1,3,0.0
moonlight035,apache_dubbo,1,2,0.0
zhongxiongzeng,apache_dubbo,1,7,0.0
zouyaowen,apache_dubbo,1,1,0.0
ncepuwanghui,apache_dubbo,1,1,0.0
hejiarui2015,apache_dubbo,1,1,0.0
meetjunsu,apache_dubbo,1,1,0.0
BetyChen,apache_dubbo,1,1,0.0
he675724590,apache_dubbo,1,1,0.0
hogger0,apache_dubbo,1,1,0.0
peak-wind,apache_dubbo,1,1,0.0
zhoubang85,apache_dubbo,1,1,0.0
zjujunge,apache_dubbo,1,1,0.0
SpringBootTest,apache_dubbo,1,4,0.0
abelli85,apache_dubbo,1,2,0.0
hsrong,apache_dubbo,1,1,0.0
CrytisMT,apache_dubbo,1,1,0.0
johnsonin,apache_dubbo,1,2,0.0
mr3,apache_dubbo,1,3,0.0
1095071913,apache_dubbo,1,2,0.0
shihuaguo,apache_dubbo,1,4,0.0
shildondu,apache_dubbo,1,1,0.0
zhanghailang123,apache_dubbo,1,2,0.0
andyaqu,apache_dubbo,1,1,0.0
Glu-TtoNy123,apache_dubbo,1,1,0.0
Like-whale,apache_dubbo,1,1,0.0
Xstarfct,apache_dubbo,1,3,0.0
chumendeshijie,apache_dubbo,1,3,0.0
lujiang-wed,apache_dubbo,1,1,0.0
huanghuaquan,apache_dubbo,1,1,0.0
lapple06,apache_dubbo,1,1,0.0
laxhcxh,apache_dubbo,1,1,0.0
zhuyulan,apache_dubbo,1,1,0.0
yangxuqiang1111,apache_dubbo,1,3,0.0
dingmingdegit,apache_dubbo,1,1,0.0
robin977,apache_dubbo,1,5,0.0
bitkylin,apache_dubbo,1,1,0.0
kuailedexiaoerbi,apache_dubbo,1,1,0.0
LiuShuKu,apache_dubbo,1,1,0.0
Uniman-Su,apache_dubbo,1,1,0.0
c2ch,apache_dubbo,1,1,0.0
dengchanglu,apache_dubbo,1,1,0.0
weixq709,apache_dubbo,1,1,0.0
czyeclipse,apache_dubbo,1,1,0.0
ningyu1,apache_dubbo,1,4,0.0
adaptive,apache_dubbo,1,7,0.0
bigsmoke9527,apache_dubbo,1,2,0.0
wcfeng9527,apache_dubbo,1,1,0.0
honey-marker,apache_dubbo,1,1,0.0
mestarshine,apache_dubbo,1,1,0.0
hbzhangwenjie,apache_dubbo,1,1,0.0
robinZhao,apache_dubbo,1,2,0.0
githubzuoyi,apache_dubbo,1,1,0.0
lingcoder,apache_dubbo,1,1,0.0
gentryhuang,apache_dubbo,1,7,0.0
jackbauer123,apache_dubbo,1,1,0.0
zackhu135,apache_dubbo,1,1,0.0
pipiguai11,apache_dubbo,1,1,0.0
sxqem,apache_dubbo,1,2,0.0
yclxiao,apache_dubbo,1,2,0.0
kathetina,apache_dubbo,1,4,0.0
WangziwenUnique,apache_dubbo,1,1,0.0
happysmile12321,apache_dubbo,1,1,0.0
UltimateRedx,apache_dubbo,1,1,0.0
auroraslot,apache_dubbo,1,1,0.0
fishautumn,apache_dubbo,1,1,0.0
mianqiangsheng,apache_dubbo,1,1,0.0
nickszeng,apache_dubbo,1,2,0.0
persevere1,apache_dubbo,1,1,0.0
steveGuRen,apache_dubbo,1,1,0.0
wangsenyan,apache_dubbo,1,1,0.0
wuguocai,apache_dubbo,1,1,0.0
zhangpeibisha,apache_dubbo,1,2,0.0
teacherblitz,apache_dubbo,1,1,0.0
wadezyj,apache_dubbo,1,1,0.0
sunchuanleihit,apache_dubbo,1,1,0.0
wangpan3,apache_dubbo,1,1,0.0
AlphaLxy,apache_dubbo,1,1,0.0
Leedding,apache_dubbo,1,2,0.0
hudongdong129,apache_dubbo,1,1,0.0
Miemiemiemieqiang,apache_dubbo,1,2,0.0
libo3603,apache_dubbo,1,1,0.0
kernelmix,apache_dubbo,1,2,0.0
gzldc,apache_dubbo,1,1,0.0
xiaotongwang1,apache_dubbo,1,3,0.0
MrYangxf,apache_dubbo,1,1,0.0
kevinten10,apache_dubbo,1,2,0.0
refeccd,apache_dubbo,1,5,0.0
Yupung,apache_dubbo,1,1,0.0
zhaozengbin,apache_dubbo,1,1,0.0
alfredodiego,apache_dubbo,1,2,0.0
lexburner,apache_dubbo,1,27,0.18518518518518517
lontten,apache_dubbo,1,1,0.0
ms20hj,apache_dubbo,1,4,0.0
udoless,apache_dubbo,1,1,0.0
zyf6303,apache_dubbo,1,2,0.0
Kallen0,apache_dubbo,1,1,0.0
kaki001,apache_dubbo,1,1,0.0
qpanvisz,apache_dubbo,1,1,0.0
zhuyuanyuan2016,apache_dubbo,1,1,0.0
y0unge,apache_dubbo,1,1,0.0
JulianHang,apache_dubbo,1,1,0.0
entropyfeng,apache_dubbo,1,1,0.0
lovepoem,apache_dubbo,2,35,0.38235294117647056
jxplus,apache_dubbo,1,2,0.0
truth1024,apache_dubbo,1,1,0.0
GithubRyze,apache_dubbo,1,1,0.0
mail6562,apache_dubbo,1,2,0.0
jingzhiqi,apache_dubbo,1,1,0.0
syshenyao,apache_dubbo,1,4,0.0
EvilJoker,apache_dubbo,1,1,0.0
raydl007,apache_dubbo,1,3,0.0
zx844174097,apache_dubbo,1,3,0.0
xus6495,apache_dubbo,1,1,0.0
gosk8,apache_dubbo,1,1,0.0
haosijiahsj,apache_dubbo,1,1,0.0
wangxuebin01,apache_dubbo,1,1,0.0
MMDZM,apache_dubbo,1,1,0.0
TuChenH,apache_dubbo,1,2,0.0
lvl-GitHub,apache_dubbo,1,1,0.0
tttttttt222,apache_dubbo,1,1,0.0
ruijing,apache_dubbo,1,1,0.0
FinalVersion,apache_dubbo,1,3,0.0
frlzk,apache_dubbo,1,3,0.0
zanglw,apache_dubbo,1,1,0.0
fffscd,apache_dubbo,1,1,0.0
HenryLauu,apache_dubbo,1,1,0.0
JohnYWN,apache_dubbo,1,1,0.0
github-xuwj,apache_dubbo,1,1,0.0
nisiyong,apache_dubbo,1,6,0.16666666666666666
taoAitao,apache_dubbo,1,1,0.0
wx930910,apache_dubbo,1,2,0.0
argument,apache_dubbo,1,1,0.0
codeimport,apache_dubbo,1,12,0.16666666666666666
longxiangfu,apache_dubbo,1,1,0.0
leayer,apache_dubbo,1,2,0.0
KeRan213539,apache_dubbo,1,5,0.0
blindarcheology,apache_dubbo,1,1,0.0
klzami,apache_dubbo,1,7,0.0
cwt9562,apache_dubbo,1,2,0.0
chowsGh,apache_dubbo,1,1,0.0
luckyyuandm,apache_dubbo,1,1,0.0
MyDevelop007,apache_dubbo,1,1,0.0
SYSNPE,apache_dubbo,1,1,0.0
baitly002,apache_dubbo,1,1,0.0
377796216,apache_dubbo,1,1,0.0
zhangyajingvivian,apache_dubbo,1,1,0.0
kentkwan,apache_dubbo,1,3,0.0
tufeng1992,apache_dubbo,1,1,0.0
xianliguang,apache_dubbo,1,1,0.0
qipenglin,apache_dubbo,1,1,0.0
whatbeg,apache_dubbo,1,1,0.0
AvengerEug,apache_dubbo,1,2,0.0
fsx379,apache_dubbo,1,8,0.0
minioreo,apache_dubbo,1,1,0.0
kangshiwei,apache_dubbo,1,1,0.0
kgrace52,apache_dubbo,1,1,0.0
dinghal,apache_dubbo,1,1,0.0
fanxiaopeng,apache_dubbo,1,1,0.0
Leishunyu,apache_dubbo,1,31,0.2903225806451613
wanghuigithub,apache_dubbo,1,1,0.0
2018zyl,apache_dubbo,1,1,0.0
aoyouxingkong,apache_dubbo,1,1,0.0
peinoyi,apache_dubbo,1,1,0.0
webusi-dms,apache_dubbo,1,2,0.0
dkisser,apache_dubbo,1,16,0.0
zyiLoong,apache_dubbo,1,1,0.0
shengguolong,apache_dubbo,1,1,0.0
wangwenlonggh,apache_dubbo,1,1,0.0
shenglianjun,apache_dubbo,1,2,0.0
rainsoft,apache_dubbo,1,1,0.0
tongxiao0622,apache_dubbo,1,1,0.0
Gradven,apache_dubbo,1,1,0.0
ZhangKe4042602,apache_dubbo,1,1,0.0
ffiredom,apache_dubbo,1,2,0.0
yangf159,apache_dubbo,1,1,0.0
Razor0719,apache_dubbo,1,1,0.0
LiHuaYang,apache_dubbo,1,1,0.0
zhanglinlu,apache_dubbo,1,1,0.0
Jason-HuHu,apache_dubbo,1,2,0.0
Teddy-Zhu,apache_dubbo,1,1,0.0
pangshuqiang,apache_dubbo,1,6,0.0
summer-studio,apache_dubbo,1,1,0.0
zhouyk-library,apache_dubbo,1,1,0.0
PansonPanson,apache_dubbo,1,3,0.0
luojinbai,apache_dubbo,1,1,0.0
haoyann,apache_dubbo,1,32,0.0
slankka,apache_dubbo,1,6,0.0
goofyan,apache_dubbo,1,2,0.0
zhangchao778,apache_dubbo,1,1,0.0
liuhuawu,apache_dubbo,1,1,0.0
develpoerX,apache_dubbo,1,2,0.0
0xwang-coder,apache_dubbo,1,1,0.0
phpisfuture,apache_dubbo,1,1,0.0
youngbird1,apache_dubbo,1,1,0.0
TerrellChen,apache_dubbo,1,1,0.0
xiaokxluoshu,apache_dubbo,1,1,0.0
fuhaopai,apache_dubbo,1,1,0.0
qupingyao,apache_dubbo,1,1,0.0
lichao4Java,apache_dubbo,1,1,0.0
JessicaAsXY,apache_dubbo,1,1,0.0
houwen0,apache_dubbo,1,2,0.0
kongwu-,apache_dubbo,1,4,0.0
loongs-zhang,apache_dubbo,1,6,0.0
Matt-V50,apache_dubbo,1,1,0.0
interface,apache_dubbo,1,3,0.0
liangfei0201,apache_dubbo,1,2,0.0
liwanghonggc,apache_dubbo,1,2,0.0
retention,apache_dubbo,1,2,0.0
target,apache_dubbo,1,2,0.0
lzx404243,apache_dubbo,1,5,0.0
javaself,apache_dubbo,1,1,0.0
takeseem,apache_dubbo,1,4,0.0
infraio,apache_dubbo,1,1,0.0
Slideee,apache_dubbo,1,1,0.0
kingsant,apache_dubbo,1,2,0.0
soft641400589,apache_dubbo,1,1,0.0
wrapper,apache_dubbo,1,1,0.0
etdick,apache_dubbo,1,1,0.0
huibinliupush,apache_dubbo,1,2,0.0
pmz0320,apache_dubbo,1,1,0.0
tsing-dong,apache_dubbo,1,1,0.0
hualongsheng1988,apache_dubbo,1,1,0.0
zzzzzmh,apache_dubbo,1,2,0.0
RobertLiu0905,apache_dubbo,1,3,0.0
wstar05,apache_dubbo,1,1,0.0
niuzhiweimr,apache_dubbo,1,1,0.0
guoyc,apache_dubbo,1,1,0.0
Sakuramaomao,apache_dubbo,1,2,0.0
TOT-JIN,apache_dubbo,1,1,0.0
chuawei,apache_dubbo,1,2,0.0
minute5,apache_dubbo,1,1,0.0
MrCull,apache_airflow,2,3,0.5
matrixd2,apache_dubbo,1,1,0.0
lp-kgdcjl,apache_dubbo,1,1,0.0
Sumkor,apache_dubbo,1,1,0.0
shangwq,apache_dubbo,1,1,0.0
Lianghuige,apache_dubbo,1,1,0.0
djvip001,apache_dubbo,1,1,0.0
2738671,apache_dubbo,1,2,0.0
SeanHongXing,apache_dubbo,1,1,0.0
ZAKLLL,apache_dubbo,1,1,0.0
WanT0011,apache_dubbo,1,2,0.0
unexpectedxx,apache_dubbo,1,1,0.0
Patrick0308,apache_dubbo,1,1,0.0
lydong09,apache_dubbo,1,1,0.0
changfubai,apache_dubbo,1,7,0.0
kacperfronc,apache_dubbo,1,1,0.0
RunWith,apache_dubbo,1,2,0.0
nautLiu,apache_dubbo,1,2,0.0
test,apache_dubbo,1,5,0.0
YoungHu,apache_dubbo,1,6,0.0
wushugenzz,apache_dubbo,1,1,0.0
HeYuqiu,apache_dubbo,1,1,0.0
Scan-jha,apache_dubbo,1,1,0.0
ldkjdk,apache_dubbo,1,3,0.0
xsomnus,apache_dubbo,1,1,0.0
AcrazyDog,apache_dubbo,1,1,0.0
Hulk904,apache_dubbo,1,4,0.0
coffeehb,apache_dubbo,1,2,0.0
fingthinking,apache_dubbo,1,2,0.0
stonelion,apache_dubbo,1,5,0.0
super9du,apache_dubbo,1,1,0.0
seedscoder,apache_dubbo,1,3,0.0
zhangj20122753,apache_dubbo,1,1,0.0
imyiren,apache_dubbo,1,1,0.0
longzhaobi,apache_dubbo,1,1,0.0
tastypinenut,apache_dubbo,1,1,0.0
JavaYZJ,apache_dubbo,1,1,0.0
wanghongenpin,apache_dubbo,1,1,0.0
dongze1213,apache_dubbo,1,1,0.0
jeffchanjunwei,apache_dubbo,1,3,0.0
xinhefanzhou,apache_dubbo,1,1,0.0
autowire,apache_dubbo,1,2,0.0
justfunxin,apache_dubbo,1,1,0.0
qbmiller,apache_dubbo,1,2,0.0
chengj1,apache_dubbo,1,2,0.0
cxdhefei,apache_dubbo,1,1,0.0
ethanas,apache_dubbo,1,1,0.0
qiufang1314,apache_dubbo,1,1,0.0
ZhangShaoWu,apache_dubbo,1,2,0.0
nickwongwong,apache_dubbo,1,6,0.0
github-ganyu,apache_dubbo,1,3,0.0
Daibhid666,apache_dubbo,1,2,0.0
herist,apache_dubbo,1,1,0.0
little-circle-circle,apache_dubbo,1,1,0.0
gcdd1993,apache_dubbo,1,1,0.0
rxxy,apache_dubbo,1,2,0.0
songxu,apache_dubbo,1,1,0.0
web1992,apache_dubbo,1,44,0.022727272727272728
nie312122330,apache_dubbo,1,1,0.0
ennian001,apache_dubbo,1,1,0.0
bigShong,apache_dubbo,1,1,0.0
aamingaa,apache_dubbo,1,25,0.0
githublaohu,apache_dubbo,1,2,0.0
tiancaipei,apache_dubbo,1,5,0.0
zzh820364599,apache_dubbo,1,1,0.0
asa3311,apache_dubbo,1,4,0.0
leo221024,apache_dubbo,1,1,0.0
akaakking,apache_dubbo,1,2,0.0
pinxiong,apache_dubbo,1,40,0.0
wcc1433,apache_dubbo,1,3,0.0
Tiki-77,apache_dubbo,1,1,0.0
saleson,apache_dubbo,1,9,0.0
xlq20080808,apache_dubbo,1,7,0.0
2227324689,apache_dubbo,1,3,0.0
leopardrota,apache_dubbo,1,1,0.0
wpailn,apache_dubbo,1,1,0.0
forlich,apache_dubbo,1,1,0.0
songzhiying,apache_dubbo,1,2,0.0
Suremotoo,apache_dubbo,1,2,0.0
wangzihaogithub,apache_dubbo,1,3,0.0
weii918,apache_dubbo,1,2,0.0
ROTBOR,apache_dubbo,1,1,0.0
erdengk,apache_dubbo,1,2,0.0
Pacifica-Git,apache_dubbo,1,1,0.0
Pheewww,apache_dubbo,1,2,0.0
Shruti042003,apache_dubbo,1,2,0.0
XEHIL,apache_dubbo,1,1,0.0
nervoussidd,apache_airflow,2,2,0.0
onikatanyamaraj,apache_dubbo,1,1,0.0
qyaaaa,apache_dubbo,1,1,0.0
iloveoovo,apache_dubbo,1,2,0.0
yisirman,apache_dubbo,1,7,0.0
nihongye,apache_dubbo,1,2,0.5
JadeYeung,apache_dubbo,1,2,0.0
daydaypure1,apache_dubbo,1,1,0.0
ningboliu,apache_dubbo,1,5,0.0
qigeqigeqi,apache_dubbo,1,1,0.0
DoraemonAndRat,apache_dubbo,1,1,0.0
zfovikqdev928,apache_dubbo,1,1,0.0
yuchang01,apache_dubbo,1,25,0.0
lx-maker,apache_dubbo,1,1,0.0
QueryParam,apache_dubbo,1,3,0.0
get,apache_dubbo,1,4,0.0
pioneerjxf,apache_dubbo,1,1,0.0
propertysource,apache_dubbo,1,1,0.0
karlchan-cn,apache_dubbo,1,1,0.0
hai-go,apache_dubbo,1,1,0.0
liaomengge,apache_dubbo,1,1,0.0
kevin-cao,apache_dubbo,1,3,0.0
pandaapo,apache_dubbo,1,4,0.0
mrgaom,apache_dubbo,1,1,0.0
Y-evil,apache_dubbo,1,1,0.0
veerdone,apache_dubbo,1,1,0.0
fangxueshun,apache_dubbo,1,1,0.0
im-sw,apache_dubbo,1,5,0.0
leronxv,apache_dubbo,1,1,0.0
phiss,apache_dubbo,1,1,0.0
1994syc,apache_dubbo,1,1,0.0
Qinying233,apache_dubbo,1,1,0.0
mytang0,apache_dubbo,1,21,0.0
gitchenjh,apache_dubbo,1,6,0.0
shihy0923,apache_dubbo,1,1,0.0
ChinaDavidWW,apache_dubbo,1,1,0.0
wuwen5,apache_dubbo,1,9,0.0
bobtthp,apache_dubbo,1,1,0.0
panyox,apache_dubbo,1,4,0.0
providers,apache_dubbo,1,3,0.0
mz0113,apache_dubbo,1,9,0.0
twz007,apache_dubbo,1,4,0.0
Coegle,apache_dubbo,1,1,0.0
aliuql,apache_dubbo,1,2,0.0
Phixsura,apache_dubbo,1,20,0.0
Koooooo-7,apache_dubbo,1,2,0.0
SmallSeals,apache_dubbo,1,1,0.0
Xander-run,apache_dubbo,1,1,0.0
QingJuBaiTang,apache_dubbo,1,2,0.0
tigerhb001,apache_dubbo,1,1,0.0
zhouyu00,apache_dubbo,1,6,0.0
YangSihong,apache_dubbo,1,3,0.0
gold-fisher,apache_dubbo,1,1,0.0
wlazjr,apache_dubbo,1,1,0.0
Nonlone,apache_dubbo,1,1,0.0
yyb1994,apache_dubbo,1,2,0.0
tang-bf,apache_dubbo,1,1,0.0
zeusbee,apache_dubbo,1,1,0.0
yl-qm,apache_dubbo,1,1,0.0
