source,target,weight,bot_event_count
asaf400,PeterGrace,1,1
asaf400,dosu,1,1
asaf400,eschutho,1,1
asaf400,isharamet,1,1
asaf400,michael-s-molina,1,1
asaf400,mistercrunch,1,1
asaf400,rusackas,1,1
asaf400,sadpandajoe,1,1
MM-Lehmann,mik-laj,2,0
MM-Lehmann,RenGeng,1,1
MM-Lehmann,aprettyloner,1,1
MM-Lehmann,ephraimbuddy,1,1
MM-Lehmann,jasonoberme,1,1
MM-Lehmann,jedcunningham,1,1
MM-Lehmann,kaxil,1,1
MM-Lehmann,konfusator,1,1
MM-Lehmann,ldacey,1,1
MM-Lehmann,leonsmith,1,1
MM-Lehmann,mhaalme,1,1
MM-Lehmann,potiuk,2,5
MM-Lehmann,sbialkowski-pixel,1,1
MM-Lehmann,troyharvey,1,1
MM-Lehmann,uranusjr,1,1
MM-Lehmann,zachliu,1,1
MM-Lehmann,ashb,1,4
MM-Lehmann,eladkal,1,4
jasonoberme,Anudeep-Kolluri,1,0
jasonoberme,Maannniii,1,0
jasonoberme,Paulo456,1,0
jasonoberme,SyakeerRahman,1,0
jasonoberme,XxMrNobodyxX,1,0
jasonoberme,aseem-poloniex,1,0
jasonoberme,avnav0,1,0
jasonoberme,bhowmik23,1,0
jasonoberme,cdutr,1,0
jasonoberme,dvlieghe,1,0
jasonoberme,elburro1887,1,0
jasonoberme,ereztaiar,1,0
jasonoberme,jomach,1,0
jasonoberme,junlincc,1,0
jasonoberme,krakzk,1,0
jasonoberme,lclerigues,1,0
jasonoberme,liisaxin,1,0
jasonoberme,maartenbreddels,1,0
jasonoberme,manodupont,1,0
jasonoberme,muhsinfazal,1,0
jasonoberme,nikhil-kuyya-talentas,1,0
jasonoberme,pa-mike,1,0
jasonoberme,rusackas,1,0
jasonoberme,sfirke,1,0
jasonoberme,sukupandachu,1,0
jasonoberme,vaguptaqw,1,0
MartinKChen,1yuv,1,0
MartinKChen,LawrenceWarren,1,0
MartinKChen,alephpt,1,0
MartinKChen,belaw,1,0
MartinKChen,berlincount,1,0
MartinKChen,inspirerit,1,0
MartinKChen,rusackas,1,0
MartinKChen,stevehenderson,1,0
hozn,Meizuamy,1,0
hozn,amravazzi,1,0
hozn,clear-m,1,0
hozn,damnko,1,0
hozn,inetfuture,1,0
hozn,matustema,1,0
hozn,mona-mk,1,0
hozn,nytai,1,0
hozn,spcvalente,1,0
hozn,techian-sp,1,0
hozn,vikt0rs,1,0
hozn,willbarrett,1,0
lrbsantos,Bowrna,1,0
lrbsantos,potiuk,1,0
Brooke-white,betodealmeida,1,0
Brooke-white,eschutho,1,0
Brooke-white,niravpeak,1,0
Brooke-white,rusackas,1,0
vparmeland,CarpathianUA,1,3
vparmeland,Noamstrauss,1,3
vparmeland,alexander-onesoil,1,3
vparmeland,cberge908,1,3
vparmeland,quenchua,1,3
vparmeland,sfirke,1,3
surapuramakhil,Devnil434,1,0
surapuramakhil,Payoshnik123,1,0
surapuramakhil,hlvhe,1,0
surapuramakhil,hrnori,1,0
surapuramakhil,rusackas,3,0
surapuramakhil,sambhav2612,1,0
surapuramakhil,HESyang,1,0
surapuramakhil,geido,1,0
surapuramakhil,jiaoyang3,1,0
surapuramakhil,mkrishna23,1,0
surapuramakhil,pellepelle3,1,0
surapuramakhil,rpwils98,1,0
surapuramakhil,shingote15,1,0
surapuramakhil,ved-kashyap-samsung,1,0
surapuramakhil,villebro,1,0
abhii-singh,CSammy,1,4
abhii-singh,ashb,1,4
abhii-singh,cstenkamp,1,4
abhii-singh,ephraimbuddy,1,4
abhii-singh,potiuk,1,4
WingCode,rusackas,1,3
WingCode,anilvpatel21,1,0
WingCode,dpgaspar,1,0
WingCode,inteon,1,0
WingCode,junlincc,1,0
WingCode,nytai,1,0
WingCode,timwil,1,0
akotuc,MM-Lehmann,1,0
akotuc,amitmiran137,1,0
akotuc,geido,1,0
akotuc,giovannipapini-agilelab,1,0
akotuc,kamalkeshavani-aiinside,1,0
akotuc,mattitoo,1,0
akotuc,nikhil-kuyya-talentas,1,0
akotuc,rusackas,2,3
akotuc,sadovinma,1,0
akotuc,villebro,1,0
akotuc,eschutho,1,3
akotuc,jinghua-qa,1,3
akotuc,junlincc,1,3
akotuc,yousoph,1,3
faycal-merouane,Gokuyamatos12,1,2
faycal-merouane,ameen7626,1,2
faycal-merouane,andrecamara,1,2
faycal-merouane,benjaminlhai,1,2
faycal-merouane,chandrasekharjandhyam,1,2
faycal-merouane,chrisjung-dev,1,2
faycal-merouane,cwegener,1,2
faycal-merouane,fstn,1,2
faycal-merouane,geido,1,2
faycal-merouane,gokhansari,1,2
faycal-merouane,michael-s-molina,1,2
faycal-merouane,nytai,1,2
faycal-merouane,okayakdeniz,1,2
faycal-merouane,phamhuong7420,1,2
faycal-merouane,rusackas,1,2
faycal-merouane,san-chang,1,2
faycal-merouane,shenrie,1,2
faycal-merouane,suddjian,1,2
faycal-merouane,temuujinmo4,1,2
faycal-merouane,weitang2022,1,2
faycal-merouane,wemod123,1,2
faycal-merouane,winterrobert,1,2
jaimefr,FurcyPin,1,1
jaimefr,MarvinSchenkel,1,1
jaimefr,MhmtErsy,1,1
jaimefr,PApostol,1,1
jaimefr,ScriptPup,1,1
jaimefr,aladinoss,1,1
jaimefr,ashb,1,1
jaimefr,brosenkrantz,1,1
jaimefr,crazyproger,1,1
jaimefr,dariusjonda,1,1
jaimefr,eladkal,1,1
jaimefr,ephraimbuddy,1,1
jaimefr,faycal-merouane,1,1
jaimefr,felipeangelimvieira,1,1
jaimefr,george-zubrienko,1,1
jaimefr,iasoon,1,1
jaimefr,imamdigmi,1,1
jaimefr,kcphila,1,1
jaimefr,kiwy42,1,1
jaimefr,kondla,1,1
jaimefr,laserpedro,1,1
jaimefr,nmehraein,1,1
jaimefr,noelmcloughlin,1,1
jaimefr,potiuk,1,1
jaimefr,ridwantahir,1,1
jaimefr,ryan-hartigan,1,1
jaimefr,shubhampatel94,1,1
jaimefr,stephenonethree,1,1
jaimefr,uranusjr,1,1
jaimefr,vdtdg,1,1
gempir,betodealmeida,1,2
gempir,harshit2283,1,2
gempir,michael-s-molina,1,2
gempir,nytai,1,2
gempir,rusackas,1,2
gempir,villebro,1,2
mymzheka,Meizuamy,1,0
mymzheka,amravazzi,1,0
mymzheka,clear-m,1,0
mymzheka,damnko,1,0
mymzheka,inetfuture,1,0
mymzheka,matustema,1,0
mymzheka,mona-mk,1,0
mymzheka,nytai,1,0
mymzheka,spcvalente,1,0
mymzheka,techian-sp,1,0
mymzheka,vikt0rs,1,0
mymzheka,willbarrett,1,0
Pooort,AbhishekOnedigital,1,0
Pooort,Badgerr,1,0
Pooort,cw1427,1,0
Pooort,mlkkkfriend,1,0
Pooort,ngurmen,1,0
Pooort,rusackas,1,0
Pooort,sfirke,2,0
Pooort,SaruWiz,1,0
Pooort,alanorth,1,0
Pooort,deds,1,0
Pooort,dpgaspar,1,0
Pooort,eschutho,1,0
Pooort,grifonas,1,0
Pooort,mdeshmu,1,0
Pooort,prb219,1,0
Pooort,rabindragogoi,1,0
Pooort,rodionxabibov,1,0
Pooort,tooptoop4,1,0
Pooort,tullis,1,0
kakoni,romsharon98,1,3
gagan-bhullar-tech,Dinesh2019,1,1
gagan-bhullar-tech,dosu,1,1
gagan-bhullar-tech,rusackas,1,1
fzhan,jscheffl,1,4
michalc,dpgaspar,1,0
michalc,tooptoop4,1,0
luis-fnogueira,DarwinDennis003,1,0
luis-fnogueira,IndexOutOfRange,1,0
luis-fnogueira,Mehdi-YC,1,0
luis-fnogueira,Taki-Eddine,1,0
luis-fnogueira,jmmadsen,1,0
luis-fnogueira,vikashrajgupta,1,0
luis-fnogueira,vikt0rs,1,0
luis-fnogueira,wangyequn,1,0
ThiefMaster,dpgaspar,1,0
ThiefMaster,tooptoop4,1,0
akki,craig-rueda,1,0
akki,dpgaspar,1,0
akki,mistercrunch,1,0
akki,willbarrett,1,0
jsanko9,eladkal,1,1
jsanko9,jedcunningham,1,1
jsanko9,kaxil,1,1
alexanderursu99,junlincc,1,0
alexanderursu99,rbalsick-saatva,1,0
alexanderursu99,rusackas,1,0
alexanderursu99,zhar97,1,0
jnturton,Z0ltrix,1,0
jnturton,rusackas,1,0
jnturton,villebro,1,0
mostafaghadimi,amitmiran137,1,0
mostafaghadimi,junlincc,1,0
EinavDanielDX,auvipy,1,7
EinavDanielDX,eladkal,1,7
EinavDanielDX,nathadfield,1,7
EinavDanielDX,potiuk,2,8
EinavDanielDX,raphaelauv,1,7
EinavDanielDX,MrGeorgeOwl,1,1
EinavDanielDX,PApostol,1,1
EinavDanielDX,Siddharthk,1,1
EinavDanielDX,Soonmok,1,1
EinavDanielDX,TRReeve,1,1
EinavDanielDX,YevhenKv,1,1
EinavDanielDX,aa3pankaj,1,1
EinavDanielDX,alanbrent,1,1
EinavDanielDX,alannesta,1,1
EinavDanielDX,ashb,1,1
EinavDanielDX,cmlad,1,1
EinavDanielDX,danielpoonwj,1,1
EinavDanielDX,dimon222,1,1
EinavDanielDX,ephraimbuddy,1,1
EinavDanielDX,iBalag,1,1
EinavDanielDX,marclamberti,1,1
EinavDanielDX,mik-laj,1,1
EinavDanielDX,na-wu,1,1
EinavDanielDX,nielstenboom,1,1
EinavDanielDX,peycho,1,1
EinavDanielDX,prithvisathiya,1,1
EinavDanielDX,scaoupgrade,1,1
EinavDanielDX,toderesa97,1,1
EinavDanielDX,uranusjr,1,1
EinavDanielDX,webster-chainalysis,1,1
ranugoldan,villebro,1,0
l1x,Meizuamy,1,0
l1x,amravazzi,1,0
l1x,clear-m,1,0
l1x,damnko,1,0
l1x,inetfuture,1,0
l1x,matustema,1,0
l1x,mona-mk,1,0
l1x,nytai,1,0
l1x,spcvalente,1,0
l1x,techian-sp,1,0
l1x,vikt0rs,1,0
l1x,willbarrett,1,0
gmarendaz,joshuaclausen,1,0
gmarendaz,michael-s-molina,1,0
thanushcst,jscheffl,1,4
thanushcst,shahar1,1,4
Bl3f,mare011rs,1,0
Bl3f,moathOSA,1,0
Bl3f,rbriski,1,0
Bl3f,rusackas,1,0
Bl3f,zhugw,1,0
ad-m,houqp,1,0
ad-m,jhtimmins,1,0
ad-m,mik-laj,7,2
ad-m,aijamalnk,1,1
ad-m,ashb,1,1
ad-m,feluelle,1,1
ad-m,kaxil,2,1
ad-m,leahecole,1,1
ad-m,potiuk,4,2
ad-m,turbaszek,1,1
ad-m,amithmathew,2,1
ad-m,olchas,2,1
ad-m,coopergillan,1,0
guidopetri,henry145145,1,1
guidopetri,jjgong7,1,1
shreyaUp,potiuk,1,1
gamebusterz,bharath0208,1,2
gamebusterz,dpgaspar,1,2
gamebusterz,maxmelnick,1,2
gamebusterz,mistercrunch,1,2
gamebusterz,Bloomberg-zhong,1,1
gamebusterz,HappyMiner,1,1
gamebusterz,JoseCF,1,1
gamebusterz,amitmiran137,1,1
gamebusterz,bharathi26,1,1
gamebusterz,bobeal,1,1
gamebusterz,fulviomascara,1,1
gamebusterz,huguiqi,1,1
gamebusterz,mattarderne,1,1
gamebusterz,nytai,1,1
gamebusterz,srinify,1,1
gamebusterz,tomer-ben-david,1,1
FredericoCoelhoNunes,Weekly,1,1
FredericoCoelhoNunes,hinduja1234toko,1,4
FredericoCoelhoNunes,vikramkoka,1,4
FredericoCoelhoNunes,Adam-Leyshon,1,1
FredericoCoelhoNunes,DanielMorales9,1,1
FredericoCoelhoNunes,GabeChurch,1,1
FredericoCoelhoNunes,abhishekbafna,1,1
FredericoCoelhoNunes,alechheb,1,1
FredericoCoelhoNunes,alexstrimbeanu,1,1
FredericoCoelhoNunes,aran3,1,1
FredericoCoelhoNunes,argemiront,1,1
FredericoCoelhoNunes,ashb,1,1
FredericoCoelhoNunes,dave-martinez,1,1
FredericoCoelhoNunes,dimon222,1,1
FredericoCoelhoNunes,dinesh-procore,1,1
FredericoCoelhoNunes,ephraimbuddy,1,1
FredericoCoelhoNunes,ericbellet,1,1
FredericoCoelhoNunes,ferruzzi,1,1
FredericoCoelhoNunes,fj-sanchez,1,1
FredericoCoelhoNunes,himabindu07,1,1
FredericoCoelhoNunes,imsharadmishra,1,1
FredericoCoelhoNunes,iwanbolzern,1,1
FredericoCoelhoNunes,jhtimmins,1,1
FredericoCoelhoNunes,jpmsilva,1,1
FredericoCoelhoNunes,jsmodic,1,1
FredericoCoelhoNunes,kamac,1,1
FredericoCoelhoNunes,kamushadenes,1,1
FredericoCoelhoNunes,kaxil,1,1
FredericoCoelhoNunes,ldacey,1,1
FredericoCoelhoNunes,mariana-s-fernandes,1,1
FredericoCoelhoNunes,match-gabeflores,1,1
FredericoCoelhoNunes,mik-laj,1,1
FredericoCoelhoNunes,natejenkins21,1,1
FredericoCoelhoNunes,nathadfield,1,1
FredericoCoelhoNunes,sergeple,1,1
FredericoCoelhoNunes,stas-snow,1,1
FredericoCoelhoNunes,stroykova,1,1
FredericoCoelhoNunes,vumdao,1,1
FredericoCoelhoNunes,wolfier,1,1
FredericoCoelhoNunes,zachliu,1,1
chriscardillo,amitmiran137,1,0
chriscardillo,junlincc,1,0
ckdarby,amitmiran137,1,2
ckdarby,fouadaabid,1,2
ckdarby,graceguo-supercat,1,2
ckdarby,junlincc,1,2
ckdarby,rusackas,1,2
ckdarby,scriminaci,1,2
ckdarby,villebro,1,2
bsnithin44,amravazzi,1,6
bsnithin44,andrewzah,1,6
bsnithin44,atpage-vpg,1,6
bsnithin44,deity-bram,1,6
bsnithin44,hamza-iqbal-hi,1,6
bsnithin44,jdk514,1,6
bsnithin44,mistercrunch,1,6
bsnithin44,rusackas,1,6
bsnithin44,schoel-bis,1,6
bsnithin44,squalou,1,6
bsnithin44,willbarrett,1,6
koushik-rout-samsung,rusackas,1,0
koushik-rout-samsung,sfirke,1,0
HansBambel,1c7,1,6
HansBambel,Yattabyte,1,6
HansBambel,benmaier,1,6
HansBambel,brian-robillard1,1,6
HansBambel,brian-visikon,1,6
HansBambel,brylie,1,6
HansBambel,drewgonzales360,1,6
HansBambel,jpedrick,1,6
HansBambel,junlincc,1,6
HansBambel,khuranabalvinder,1,6
HansBambel,ktmud,1,6
HansBambel,mistercrunch,1,6
HansBambel,rumbin,1,6
HansBambel,villebro,1,6
HansBambel,willbarrett,1,6
martimors,Jithsaavvy,1,5
martimors,JyotiSnK,1,5
martimors,LiboShen,1,5
martimors,WongyuChoi,1,5
martimors,autarchprinceps,1,5
martimors,bartcode,1,5
martimors,bitsofinfo,1,5
martimors,dsykes16,1,5
martimors,gen16k,1,5
martimors,kaxil,1,5
martimors,kreuzert,1,5
martimors,mik-laj,1,5
martimors,patsevanton,1,5
martimors,paul-bormans,1,5
martimors,roestzwiee,1,5
martimors,villasv,1,5
martimors,yehoshuadimarsky,1,5
metropolis-ameer,ZeidLennart,1,0
metropolis-ameer,rusackas,1,0
filippociceri,villebro,1,0
duynguyenhoang,JavierLopezT,1,0
duynguyenhoang,kbumsik-angelswing,1,0
duynguyenhoang,mik-laj,1,0
duynguyenhoang,potiuk,1,0
duynguyenhoang,sawaca96,1,0
duynguyenhoang,sglickman,1,0
duynguyenhoang,vikramkoka,1,0
duynguyenhoang,zorzigio,1,0
cadet354,srinify,1,0
tikikun,WonderBeat,1,4
tikikun,bkyryliuk,1,4
tikikun,codenamelxl,1,4
tikikun,fan-code,1,4
tikikun,gerickt,1,4
tikikun,junlincc,1,4
tikikun,mistercrunch,1,4
tikikun,rimolive,1,4
tikikun,savermyas,1,4
tikikun,sleshJdev,1,4
tikikun,srinify,1,4
Rcharriol,CyrilLeMat,1,5
Rcharriol,dpgaspar,1,5
Rcharriol,labelhero,1,5
Rcharriol,lepe92,1,5
Rcharriol,shamsherrana,1,5
Rcharriol,villebro,1,5
Rcharriol,yravindra,1,5
gdevanla,mdeshmu,1,0
gdevanla,rusackas,1,0
mporracindie,eladkal,1,1
mporracindie,nathadfield,1,1
mporracindie,potiuk,1,1
ktmud,DeOldSax,1,0
ktmud,Patil2099,1,0
ktmud,andriisoldatenko,1,0
ktmud,ashb,1,0
ktmud,edithturn,1,0
ktmud,eladkal,1,0
ktmud,josh-fell,1,0
ktmud,kaxil,1,0
ktmud,leahecole,1,0
ktmud,lyso,1,0
ktmud,patchandpray,1,0
ktmud,pateash,1,0
ktmud,potiuk,1,0
ktmud,sirVir,1,0
ktmud,turbaszek,1,0
ktmud,uranusjr,1,0
JPonte,betodealmeida,1,0
oscarostlundgs,abhishektrivedi-hs,1,1
oscarostlundgs,damon09273,1,1
oscarostlundgs,eladkal,1,1
oscarostlundgs,kaxil,1,1
bgsthiago,betodealmeida,1,0
bgsthiago,clarkperkins,1,0
bgsthiago,rusackas,1,0
anilkulkarni87,BenCh94,1,3
anilkulkarni87,PullGituser,1,3
anilkulkarni87,dheeraj-chaudhari,1,3
anilkulkarni87,dpgaspar,1,3
anilkulkarni87,junlincc,1,3
anilkulkarni87,rusackas,1,3
anilkulkarni87,srinify,1,3
cheunhong,0xpetersatoshi,1,5
cheunhong,AramisN,1,5
cheunhong,EnixCoda,1,5
cheunhong,MohamedKhattat,1,5
cheunhong,TheMelter,1,5
cheunhong,anivon,1,5
cheunhong,aseem-poloniex,1,5
cheunhong,chongzixin,1,5
cheunhong,craig-rueda,1,5
cheunhong,dpgaspar,1,5
cheunhong,feroult,1,5
cheunhong,flutterWang,1,5
cheunhong,gk1089,1,5
cheunhong,jpatdalton,1,5
cheunhong,keehl1213,1,5
cheunhong,nabinkhadka,1,5
cheunhong,righttracknana,1,5
cheunhong,superrrrrrrrL,1,5
cheunhong,swapnil-chenoa,1,5
cheunhong,willbarrett,1,5
pkesso,RNHTTR,1,1
pkesso,eladkal,1,1
prakharcode,AAfghahi,1,0
prakharcode,CharlesYe8848,1,0
prakharcode,EMCP,1,0
prakharcode,Jika97,1,0
prakharcode,TrabajadorPraOleo,1,0
prakharcode,alanorth,1,0
prakharcode,alonsogtouch,1,0
prakharcode,cwegener,1,0
prakharcode,eric-briscoe,1,0
prakharcode,eschutho,1,0
prakharcode,io-ma,1,0
prakharcode,jsanko9,1,0
prakharcode,michael-s-molina,1,0
prakharcode,noahyetter-nb,1,0
prakharcode,rusackas,1,0
prakharcode,xinbeiG,1,0
prakharcode,zeynepkoyun,1,0
prakharcode,zhaoyongjie,1,0
MialLewis,mistercrunch,2,5
MialLewis,rusackas,1,2
MialLewis,sfirke,1,2
MialLewis,birkskyum,1,3
MialLewis,dosu,1,3
MialLewis,riekusr,1,3
MialLewis,victorfonseca,1,3
michaelritsema,shahar1,1,1
datta90,joaocosta123,1,0
datta90,sfirke,1,0
CarlKarlssonSchmidt,Riskatrih,1,0
CarlKarlssonSchmidt,junlincc,1,0
Sangarshanan,john-bodley,1,0
Sangarshanan,nytai,1,0
Sangarshanan,rusackas,1,0
ArgentFalcon,MateusCastello,1,2
ArgentFalcon,betodealmeida,1,2
ArgentFalcon,edvinas-maciulis,1,2
ArgentFalcon,kongsyuen,1,2
ArgentFalcon,ktmud,1,2
ArgentFalcon,mistercrunch,1,2
ArgentFalcon,mmuru,1,2
wgonzalez25,cyang52,1,3
wgonzalez25,lilila,1,3
wgonzalez25,mistercrunch,1,3
wgonzalez25,ruanoct,1,3
wgonzalez25,sedhha,1,3
wgonzalez25,villebro,1,3
wgonzalez25,wushu0725,1,3
mdianjun,Sam--Shan,1,3
mdianjun,chuang39,1,3
mdianjun,dubin555,1,3
mdianjun,junlincc,1,3
mdianjun,rogerlzp,1,3
mdianjun,rubenSastre,1,3
mdianjun,victorcheng2333,1,3
mdianjun,villebro,1,3
mdianjun,windylcx,1,3
vietvudanh,eladkal,1,1
vietvudanh,miha-jenko,1,1
vietvudanh,potiuk,1,1
vietvudanh,seunggabi,1,1
vietvudanh,superina5,1,1
vietvudanh,vikramkoka,1,1
vietvudanh,yene,1,1
geosmart,BigDataMind,1,0
geosmart,binbinyounimen,1,0
geosmart,fzh075,1,0
geosmart,hengaini2055,1,0
geosmart,malone6,1,0
geosmart,mistercrunch,1,0
geosmart,reesezxf,1,0
geosmart,sundroid2020,1,0
geosmart,tianyang-abc,1,0
kojiromike,srinify,1,0
alee68,eladkal,1,1
alee68,pankajkoti,1,1
shakeelansari63,kachely,1,0
shakeelansari63,pamelascr,1,0
shakeelansari63,rusackas,1,0
shakeelansari63,ctrongminh,1,0
shakeelansari63,manneym,1,0
shakeelansari63,pgagarinov,1,0
shakeelansari63,sfirke,1,0
shakeelansari63,simaolucio,1,0
vioao,Joffreybvn,1,5
vioao,Lee-W,1,5
vioao,eladkal,1,5
vioao,eumiro,1,5
vioao,hussein-awala,1,5
vioao,kosteev,1,5
vioao,mahammi,1,5
vioao,o-nikolas,1,5
vioao,pankajkoti,1,5
vioao,potiuk,1,5
vioao,raphaelauv,1,5
vioao,syedahsn,1,5
vioao,vatsrahul1001,1,5
vioao,vincbeck,1,5
vioao,yupbank,1,5
qleroy,phanikumv,1,1
rtjarvis,AsjadMahmood,1,0
rtjarvis,Dataabk,1,0
rtjarvis,dpgaspar,1,0
rtjarvis,lsh-0,1,0
rtjarvis,qiaofeng1227,1,0
rtjarvis,willbarrett,1,0
rtjarvis,yshrotciv,1,0
rtjarvis,zhaoyongjie,1,0
qianyongyu,DevNoctis1001,1,1
qianyongyu,KKcorps,1,1
qianyongyu,ali-bahjati,1,1
qianyongyu,cccs-rc,1,1
qianyongyu,colax94,1,1
qianyongyu,dpgaspar,1,1
qianyongyu,ericandrewmeadows,1,1
qianyongyu,ghosalya,1,1
qianyongyu,intostern,1,1
qianyongyu,jackyq2015,1,1
qianyongyu,jtzl,1,1
qianyongyu,manmeetkaur-kin,1,1
qianyongyu,mistercrunch,1,1
qianyongyu,parth-pb,1,1
qianyongyu,paulvic,1,1
qianyongyu,squalou,1,1
qianyongyu,thunter009,1,1
qianyongyu,tomklapka,1,1
qianyongyu,victortony,1,1
qianyongyu,vikramsinghchandel,1,1
qianyongyu,villebro,1,1
qianyongyu,vivekpradhan,1,1
ctivanovich,craig-rueda,1,3
ctivanovich,klazaj,1,3
LucaSoato,JasperSui,1,1
LucaSoato,SaithZhang,1,1
LucaSoato,Sangameshmsopen,1,1
LucaSoato,ashb,1,1
LucaSoato,edi33416,1,1
LucaSoato,eladkal,1,1
LucaSoato,ghostbody,1,1
LucaSoato,kaxil,1,1
LucaSoato,linax101,1,1
LucaSoato,mik-laj,1,1
LucaSoato,potiuk,1,1
LucaSoato,tnyz,1,1
LucaSoato,turbaszek,1,1
matheusbsilva,eladkal,1,0
matheusbsilva,kaxil,1,0
matheusbsilva,mik-laj,1,0
matheusbsilva,potiuk,1,0
soumilshah1995,MrGeorgeOwl,1,1
soumilshah1995,PApostol,1,1
soumilshah1995,Siddharthk,1,1
soumilshah1995,Soonmok,1,1
soumilshah1995,TRReeve,1,1
soumilshah1995,YevhenKv,1,1
soumilshah1995,aa3pankaj,1,1
soumilshah1995,alanbrent,1,1
soumilshah1995,alannesta,1,1
soumilshah1995,ashb,1,1
soumilshah1995,cmlad,1,1
soumilshah1995,danielpoonwj,1,1
soumilshah1995,dimon222,1,1
soumilshah1995,ephraimbuddy,1,1
soumilshah1995,iBalag,1,1
soumilshah1995,marclamberti,1,1
soumilshah1995,mik-laj,1,1
soumilshah1995,na-wu,1,1
soumilshah1995,nielstenboom,1,1
soumilshah1995,peycho,1,1
soumilshah1995,potiuk,2,2
soumilshah1995,prithvisathiya,1,1
soumilshah1995,scaoupgrade,1,1
soumilshah1995,toderesa97,1,1
soumilshah1995,uranusjr,1,1
soumilshah1995,webster-chainalysis,1,1
thoralf-gutierrez,mistercrunch,1,2
feng-tao,mistercrunch,1,2
mmuru,kaxil,1,1
mmuru,mik-laj,1,1
mmuru,shawnngtq,1,1
mmuru,zhongjiajie,1,1
mmuru,TsubasaBE,1,6
mmuru,ashb,1,6
mmuru,eladkal,1,6
mmuru,ephraimbuddy,1,6
mmuru,jccalvojackson,1,6
mmuru,potiuk,1,6
mmuru,uranusjr,1,6
avats-dev,Ashish7129,1,0
avats-dev,betodealmeida,1,0
avats-dev,chase-lewis-akasa,1,0
avats-dev,junlincc,1,0
avats-dev,mohansaimandalapu,1,0
avats-dev,nijcapur,1,0
avats-dev,rusackas,1,0
avats-dev,rvabhijith,1,0
avats-dev,youngsol,1,0
MahsaSeifikar,SaiManojG,1,4
MahsaSeifikar,keehl1213,1,4
MahsaSeifikar,mistercrunch,1,4
MahsaSeifikar,swanitzek,1,4
elukey,debek,1,1
elukey,j3pic,1,1
elukey,jaketf,1,1
elukey,mik-laj,1,1
elukey,potiuk,1,1
elukey,vijaykiran,1,1
vanducng,ahmedkunwar,1,0
yougyoung94,geido,2,0
yougyoung94,junlincc,1,0
yougyoung94,rwspielman,1,0
yougyoung94,stephenLYZ,1,0
yougyoung94,suddjian,1,0
yougyoung94,villebro,1,0
yougyoung94,yongchand,1,0
Kobe-Wang,AmarkhiS,1,1
Kobe-Wang,Asturias-sam,1,1
Kobe-Wang,DRavikanth,1,1
Kobe-Wang,abhii-singh,1,1
Kobe-Wang,alafanechere,1,1
Kobe-Wang,farhat-nawaz,1,1
Kobe-Wang,francis-dupuis,1,1
Kobe-Wang,ghost,1,1
Kobe-Wang,junlincc,1,1
Kobe-Wang,mahendra,1,1
Kobe-Wang,oBoMBaYo,1,1
Kobe-Wang,vinitpradhn18,1,1
Red-0111,eric-briscoe,1,0
Red-0111,geido,1,0
Red-0111,junlincc,1,0
Red-0111,kgabryje,1,0
Red-0111,ktmud,1,0
Red-0111,michael-s-molina,1,0
Red-0111,nvmnghia,1,0
Red-0111,rusackas,1,0
Red-0111,yousoph,1,0
Red-0111,zuzana-vej,1,0
bradleydamato,Acehaidrey,1,0
bradleydamato,nathadfield,1,0
bradleydamato,pcandoalmeida,1,0
bradleydamato,potiuk,1,0
bradleydamato,rounakdatta,1,0
bradleydamato,saisiddhant12,1,0
bradleydamato,turbaszek,1,0
CraigChaffee,Soonmok,1,1
CraigChaffee,potiuk,1,1
vgvoleg,dosu,1,2
vgvoleg,mistercrunch,1,2
kaiwalyakoparkar,john-bodley,1,0
mtsadler-branch,EnxDev,1,2
mtsadler-branch,S-YOU,1,2
mtsadler-branch,Steejay,1,2
mtsadler-branch,eschutho,1,2
mtsadler-branch,imancrsrk,1,2
mtsadler-branch,junlincc,1,2
mtsadler-branch,khallon,1,2
mtsadler-branch,michael-s-molina,1,2
mtsadler-branch,nytai,1,2
mtsadler-branch,rusackas,1,2
mtsadler-branch,vinothkumar66,1,2
mtsadler-branch,yousoph,1,2
brucearctor,didva,1,0
brucearctor,junlincc,1,0
brucearctor,mrshu,1,0
brucearctor,rusackas,1,0
jkryanchou,eladkal,1,4
jkryanchou,phanikumv,1,4
jkryanchou,utkarsharma2,1,4
jkryanchou,wes-devore-mpulse,1,4
svdimchenko,Adaverse,1,4
svdimchenko,Joffreybvn,1,4
svdimchenko,Lee-W,1,4
svdimchenko,VladaZakharova,1,4
svdimchenko,bkossakowska,1,4
svdimchenko,dimonchik-suvorov,1,4
svdimchenko,dstandish,1,4
svdimchenko,eladkal,1,4
svdimchenko,enchant3dmango,1,4
svdimchenko,hussein-awala,1,4
svdimchenko,killua1zoldyck,1,4
svdimchenko,longslvr,1,4
svdimchenko,mahammi,1,4
svdimchenko,melugoyal,1,4
svdimchenko,moiseenkov,1,4
svdimchenko,nathadfield,1,4
svdimchenko,o-nikolas,1,4
svdimchenko,pankajastro,1,4
svdimchenko,pankajkoti,1,4
svdimchenko,pgagnon,1,4
svdimchenko,phanikumv,1,4
svdimchenko,potiuk,1,4
svdimchenko,raphaelauv,1,4
svdimchenko,simonprydden,1,4
svdimchenko,sunank200,1,4
svdimchenko,syedahsn,1,4
svdimchenko,uranusjr,1,4
svdimchenko,utkarsharma2,1,4
svdimchenko,vandonr-amz,1,4
